experiment,seed,requester_rrid,address,length,operation,M4_config,REF_config,enable,configured,M4_result,REF_result,same,difference_classification,explanation
DIFF-0901,901,1,0x20000f78,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0902,902,1,0x20000468,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0903,903,2,0x20000e48,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0904,904,2,0x20000cd0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0905,905,2,0x200001a8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0906,906,1,0x200004a4,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0907,907,1,0x20000bdc,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0908,908,1,0x20000928,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0909,909,1,0x20000598,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0910,910,1,0x20000924,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0911,911,1,0x2000056c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0912,912,1,0x20000508,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0913,913,1,0x20000cf8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0914,914,1,0x20000230,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0915,915,1,0x20000b20,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0916,916,1,0x20000e8c,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0917,917,1,0x20000d04,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0918,918,1,0x20000ae0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0919,919,2,0x20000800,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0920,920,2,0x200007c8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0921,921,2,0x20000ebc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0922,922,2,0x20000840,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0923,923,2,0x20000758,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0924,924,1,0x2000004c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0925,925,1,0x20000cc4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0926,926,2,0x200005b4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0927,927,2,0x20000614,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0928,928,2,0x2000069c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0929,929,2,0x20000368,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0930,930,2,0x20000034,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0931,931,1,0x20000f6c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0932,932,2,0x200008c8,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0933,933,2,0x20000718,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0934,934,1,0x20000d88,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0935,935,1,0x20000594,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0936,936,1,0x20000044,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0937,937,1,0x2000084c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0938,938,1,0x20000af8,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0939,939,1,0x20000be8,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0940,940,1,0x20000750,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0941,941,2,0x20000dd4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0942,942,1,0x200004c8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0943,943,1,0x20000a18,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0944,944,1,0x20000184,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0945,945,1,0x20000f3c,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0946,946,1,0x20000850,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0947,947,2,0x200000a0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0948,948,2,0x20000594,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0949,949,1,0x20000f98,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0950,950,1,0x20000928,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0951,951,2,0x20000ac8,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0952,952,1,0x20000288,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0953,953,1,0x2000088c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0954,954,1,0x20000b9c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0955,955,1,0x20000558,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0956,956,2,0x2000028c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0957,957,1,0x20000f24,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0958,958,1,0x200002a8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0959,959,1,0x20000c78,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0960,960,1,0x20000430,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0961,961,1,0x20000b68,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0962,962,1,0x200008b4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0963,963,1,0x200005a8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0964,964,1,0x20000de8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0965,965,2,0x20000b1c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0966,966,1,0x20000d30,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0967,967,1,0x2000045c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0968,968,1,0x20000f44,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0969,969,2,0x20000038,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0970,970,1,0x20000dfc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0971,971,2,0x20000c18,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0972,972,2,0x200008b0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0973,973,2,0x20000230,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0974,974,2,0x200008b4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0975,975,1,0x200004dc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0976,976,1,0x2000089c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0977,977,1,0x20000078,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0978,978,1,0x20000be0,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0979,979,1,0x200004ac,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0980,980,1,0x20000624,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0981,981,1,0x20000064,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0982,982,1,0x20000e2c,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0983,983,1,0x20000300,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0984,984,2,0x200009fc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0985,985,1,0x200003e8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0986,986,1,0x200006f8,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0987,987,1,0x20000078,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0988,988,1,0x20000048,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0989,989,1,0x200004f4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0990,990,1,0x20000ad4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0991,991,2,0x200001e8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0992,992,1,0x20000f9c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0993,993,2,0x20000e08,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0994,994,1,0x2000044c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0995,995,2,0x20000fac,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0996,996,1,0x200008cc,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0997,997,1,0x20000520,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0998,998,1,0x20000bbc,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0999,999,1,0x20000098,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
